station_id,variable,median,mk_p_val,mk_trend,sen_slp,sen_incpt,sen_trend
23562,TOTN_µg/l N,403.75,0.004562261153222558,decreasing,-8.575,17609.4875,decreasing
23562,NO3-N_µg/l N,337.0,0.026522235089512458,decreasing,-4.571809408371166,9494.334244967446,decreasing
23562,NH4-N_µg/l N,6.0,0.6148617790690669,no trend,0.038461538461538464,-71.03846153846155,no trend
23562,TON_µg/l N,70.78075877733801,0.3004271167492414,no trend,0.829243939100649,-1593.097205028114,no trend
23562,TOTP_µg/l P,2.0,0.2453419303450255,no trend,0.033421313732963684,-64.94289140712625,no trend
23562,TOTN/TOTP,189.65990915721926,0.007899662130493645,decreasing,-6.605148229475757,13442.889831600325,decreasing
23562,NO3/TOTP,145.16666666666666,0.00826505849047754,decreasing,-4.083333333333343,8324.083333333352,decreasing
23563,TOTN_µg/l N,810.0,0.18666052241558173,no trend,2.235294117647059,-3667.2941176470586,no trend
23563,NO3-N_µg/l N,643.941111643507,0.10153683396733748,no trend,3.7058823529411766,-6778.94124129767,no trend
23563,NH4-N_µg/l N,4.0,0.9570589008168495,no trend,0.0,4.0,no trend
23563,TON_µg/l N,144.0,0.20458837823696618,no trend,-1.0,2147.0,no trend
23563,TOTP_µg/l P,4.0,0.2790311285340781,no trend,0.0,4.0,no trend
23563,TOTN/TOTP,188.6071261954745,0.12557019892294274,no trend,1.69790715490522,-3212.3009050796813,no trend
23563,NO3/TOTP,153.25,0.10153683396733748,no trend,1.5563977986978244,-2964.214790791742,no trend
23564,TOTN_µg/l N,400.0,0.053314213585515136,no trend,-5.666666666666667,11773.0,no trend
23564,NO3-N_µg/l N,310.0,0.005118048858841595,decreasing,-5.8076923076923075,11942.807692307691,decreasing
23564,NH4-N_µg/l N,24.5,0.005118048858841595,decreasing,-1.5,3029.0,decreasing
23564,TON_µg/l N,109.0,0.1658566603429099,no trend,2.9167358090294044,-5744.888768722015,no trend
23564,TOTP_µg/l P,3.5,0.00956417689752631,increasing,0.1111111111111111,-219.05555555555554,increasing
23564,TOTN/TOTP,97.2029855141472,0.18096405558227002,no trend,-2.1958579881656806,4504.289967762668,no trend
23564,NO3/TOTP,79.86666666666667,0.0004899707526038188,decreasing,-3.64561403508772,7382.03157894737,decreasing
23565,TOTN_µg/l N,730.0,0.5968418435294505,no trend,-1.875,4485.625,no trend
23565,NO3-N_µg/l N,615.0,0.7916993472718743,no trend,-0.5384615384615384,1693.5384615384614,no trend
23565,NH4-N_µg/l N,6.5,0.8311900896984248,no trend,0.0,6.5,no trend
23565,TON_µg/l N,106.5,0.27871675192911294,no trend,-1.5,3111.0,no trend
23565,TOTP_µg/l P,6.0,1.0,no trend,0.0,6.0,no trend
