station_id,NH4-N_µg/l N,NO3-N_µg/l N,TOC_mg C/l,TOTN_µg/l N,TOTP_µg/l P,TON_µg/l N,TOTN/TOTP,NO3/TOTP,TOC/TON,TOC/TOTP
23516,51.0,753.0,0.935,840.0,8.0,76.0,91.875,71.8125,8.148144409797617,72.60416666666666
23562,7.624084530092875,309.896016171597,0.427076043069,400.0,2.0,83.10398382840299,161.5,126.9814939435,4.907754456426181,213.5380215345
23563,7.1808434167964545,624.357810253953,1.06087326305702,774.852659319597,4.0,119.63727839014996,196.1497717177253,163.75669765730413,5.713171293809196,258.2274900863074
23564,19.4535917578667,240.989551725277,0.7441110956665,400.0,4.9715717415718,122.22533759605,86.85,51.4,6.076205404783222,155.51418052085285
23565,5.0,607.5,0.87,675.0,6.0,118.5,138.21428571428572,112.98214285714286,7.484939759036145,146.78571428571428
23570,33.0,420.0,13.0,1130.0,34.5,496.0,24.73846153846154,12.193515704154,24.133532449754213,336.734693877551
23571,33.0,208.0,13.95,880.0,44.5,596.0,19.426563078061413,4.966804201050262,21.90923317683881,284.01880141010577
23572,76.0,56.0,45.099999999999994,1015.0,17.0,807.0,70.0,4.619318181818182,63.18252730109205,3366.477272727273
23574,38.5,339.5,10.9,955.0,36.5,377.5,21.388888888888886,11.116959064327485,34.66475275125341,286.49662415603905
23597,7.5,98.0,6.6,350.0,8.25,227.5,42.65873015873016,12.555555555555557,28.684120499869195,805.5555555555555
23598,12.0,52.0,13.9,554.0,13.850000000000001,518.5,44.145238095238085,4.384615384615385,27.27959356986645,996.1810305517556
23603,20.0,15.0,7.95,497.5,12.5,443.0,42.81818181818182,1.1169804072224354,19.296116504854368,731.8181818181818
33066,33.0,1150.0,6.9,2350.0,35.0,671.0,63.31818181818181,37.85714285714286,7.449868085311847,180.4878048780488
36459,20.5,13.5,9.3,270.5,7.8,241.5,37.28282828282829,1.7807017543859647,39.65503547601398,1187.5
36460,13.0,121.0,8.95,392.0,6.5,250.0,54.01661384807453,14.043323249783924,36.0410391566265,1300.0
36461,22.0,29.0,5.5,268.0,4.6,199.0,53.7,6.937148217636023,31.6256495734876,1132.3529411764707
36462,10.5,7.0,18.4,425.0,7.9,374.5,57.84615384615385,0.7777777777777778,46.77804295942721,2430.379746835443
36463,4.0,5.0,9.8,211.5,6.0,203.0,36.26387347391787,0.8174603174603174,53.68421052631579,1669.642857142857
36464,3.0,27.5,3.15,128.0,2.05,100.5,56.375,10.752173913043478,35.94276094276094,1425.0
38085,49.5,121.5,4.705,387.5,4.85,233.0,85.42857142857143,21.627906976744185,20.52828282828283,1029.3233618233617
38086,26.0,333.5,3.584,491.0,3.8,150.0,127.29166666666667,81.31410256410257,21.16923076923077,930.8
38087,40.0,286.0,3.787,483.0,3.9,201.0,126.55172413793105,73.86766334440753,19.461187214611872,1013.25
38088,26.0,258.0,3.494,426.0,4.0,183.0,106.18930714675395,50.0,19.440217391304348,870.2260458839406
38099,8.0,2.0,3.3958275,230.25,6.0,212.0,35.69642857142857,0.3666666666666667,17.55047262291751,607.0483095238095
38100,11.0,2.0,7.007835,294.0,7.0,273.625,44.0,0.325,25.404027968511585,1053.234107142857
38102,8.0,2.0,4.0864025,239.75,7.5,227.0,31.246428571428574,0.26785714285714285,19.319362791995534,609.5074999999999
38115,15.320197044335,20.2828353912098,2.1900750111957,200.99580960911,5.78584023734886,173.6808585503166,34.690046512977894,3.389132766804908,12.740387297326611,378.5232431857154
38116,7.69,64.9258407273524,6.12229942256232,317.7930085442,8.38395380498568,249.57151659546523,39.810747278911215,8.2598470433952,24.14687414462741,730.2401187995068
38117,8.68920214806291,74.3804181051016,5.18163917657588,324.746150473999,7.81653720751822,246.38,41.016177600896135,9.515776120602345,20.797676314642587,648.4028753384489
38118,23.5862374934981,25.4926108374384,5.77871064467766,334.163418290855,8.99759584493467,274.83840222745744,36.8158321514851,3.119249545641764,21.764467210828077,642.2505238364168
